dia,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.692,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.693,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.694,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.695,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.696,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.697,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.698,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.699,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.700,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.701,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.702,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.703,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.704,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.705,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.706,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.707,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.708,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.709,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.710,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.711,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.712,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.713,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.714,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.715,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.716,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.717,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.718,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.719,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.720,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.721,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.722,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.723,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.724,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.725,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.726,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.727,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.728,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.729,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.730,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.731,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.732,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.733,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.734,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.735,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.736,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.737,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.738,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.739,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.740,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.741,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.742,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.743,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.744,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.745,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.746,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.747,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.748,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.749,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.750,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.751,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.752,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.753,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.754,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.755,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.756,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.757,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.758,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.759,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.760,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.761,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.762,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.763,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.764,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.765,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.766,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.767,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.768,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.769,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.770,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.771,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.772,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.773,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.774,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.775,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.776,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.777,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.778,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.779,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.780,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.781,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.782,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.783,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.784,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.785,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.786,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.787,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.788,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.789,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.790,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.791,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.792,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.793,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.794,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.795,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.796,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.797,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.798,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.799,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.800,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.801,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.802,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.803,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.804,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.805,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.806,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.807,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.808,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.809,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.810,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.811,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.812,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.813,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.814,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.815,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.816,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.817,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.818,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.819,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.820,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.821,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.822,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.823,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.824,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.825,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.826,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.827,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.828,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.829,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.830,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.831,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.832,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.833,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.834,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.835,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.836,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,13.837,326
